candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0496,2,master,"communication, prototyping, leadership, design, creativity, css","Experienced designer with 2 years working with communication, prototyping, leadership",designer,1
CAND_0497,10,associate,"mongodb, nodejs, adaptability, javascript, html, css","Experienced web developer with 10 years working with mongodb, nodejs, adaptability",web_developer,1
CAND_0498,0,bachelor,adaptability,Experienced qa engineer with 0 years working with adaptability,qa_engineer,0
CAND_0499,10,associate,"digital marketing, email marketing, content marketing, creativity, sem, time management, google ads","Experienced digital marketer with 10 years working with digital marketing, email marketing, content marketing",digital_marketer,1
CAND_0500,0,associate,"communication, nodejs, angular, vue, leadership, postgresql, webpack","Experienced web developer with 0 years working with communication, nodejs, angular",web_developer,0
CAND_0501,11,master,"problem solving, leadership, adaptability","Experienced devops engineer with 11 years working with problem solving, leadership, adaptability",devops_engineer,0
CAND_0502,7,associate,"adaptability, leadership, java, creativity, agile","Experienced developer with 7 years working with adaptability, leadership, java",developer,0
CAND_0503,9,phd,"mongodb, communication, react, javascript, postgresql, sql, html, css","Experienced fullstack developer with 9 years working with mongodb, communication, react",fullstack_developer,1
CAND_0504,8,associate,critical thinking,Experienced software developer with 8 years working with critical thinking,software_developer,0
CAND_0505,1,phd,"communication, copywriting, wordpress, teamwork, critical thinking, leadership, content writing, seo, social media, analytics","Experienced content creator with 1 years working with communication, copywriting, wordpress",content_creator,1
CAND_0506,2,master,"pandas, machine learning, communication, statistics, r, teamwork, sql, excel","Experienced data analyst with 2 years working with pandas, machine learning, communication",data_analyst,1
CAND_0507,0,bachelor,"design, prototyping, adaptability","Experienced designer with 0 years working with design, prototyping, adaptability",designer,1
CAND_0508,5,associate,"docker, linux, teamwork, leadership, creativity","Experienced devops engineer with 5 years working with docker, linux, teamwork",devops_engineer,1
CAND_0509,4,associate,"teamwork, creativity, c#","Experienced software developer with 4 years working with teamwork, creativity, c#",software_developer,0
CAND_0510,1,bachelor,"angular, responsive design, critical thinking, leadership, javascript, html, css","Experienced frontend developer with 1 years working with angular, responsive design, critical thinking",frontend_developer,1
CAND_0511,11,bachelor,"mongodb, communication, nodejs, critical thinking, javascript, postgresql, sql, html, css, devops","Experienced fullstack developer with 11 years working with mongodb, communication, nodejs",fullstack_developer,1
CAND_0512,7,associate,"python, java, api, sql, microservices, creativity, php","Experienced backend developer with 7 years working with python, java, api",backend_developer,1
CAND_0513,6,phd,"vmware, communication, bash, linux, active directory, problem solving, creativity, powershell, windows","Experienced system administrator with 6 years working with vmware, communication, bash",system_administrator,1
CAND_0514,12,associate,"teamwork, creativity, microservices, devops","Experienced fullstack developer with 12 years working with teamwork, creativity, microservices",fullstack_developer,0
CAND_0515,0,high_school,"communication, leadership, creativity, product management, analytics, user research, agile","Experienced product manager with 0 years working with communication, leadership, creativity",product_manager,1
CAND_0516,8,high_school,"testing, manual testing, adaptability, problem solving, bug tracking, quality assurance, selenium, performance testing","Experienced qa engineer with 8 years working with testing, manual testing, adaptability",qa_engineer,1
CAND_0517,8,master,"time management, python, sql, adaptability","Experienced data scientist with 8 years working with time management, python, sql",data_scientist,1
CAND_0518,9,bachelor,"teamwork, creativity, critical thinking, user research","Experienced ui ux designer with 9 years working with teamwork, creativity, critical thinking",ui_ux_designer,0
CAND_0519,5,high_school,creativity,Experienced product manager with 5 years working with creativity,product_manager,0
CAND_0520,6,associate,"tensorflow, statistics, adaptability, python, critical thinking, sql, deep learning","Experienced data scientist with 6 years working with tensorflow, statistics, adaptability",data_scientist,1
CAND_0521,6,phd,"critical thinking, javascript, sql, html, time management, css, devops","Experienced fullstack developer with 6 years working with critical thinking, javascript, sql",fullstack_developer,1
CAND_0522,7,bachelor,"teamwork, communication, leadership","Experienced fullstack developer with 7 years working with teamwork, communication, leadership",fullstack_developer,0
CAND_0523,0,high_school,"tableau, adaptability, creativity, sql, excel","Experienced business analyst with 0 years working with tableau, adaptability, creativity",business_analyst,1
CAND_0524,5,associate,"ci/cd, adaptability, java, git, creativity, c++, time management, c#","Experienced software developer with 5 years working with ci/cd, adaptability, java",software_developer,0
CAND_0525,0,phd,"teamwork, time management, html","Experienced ui ux designer with 0 years working with teamwork, time management, html",ui_ux_designer,0
CAND_0526,6,associate,"adaptability, vue, javascript, postgresql, css, html, webpack, php","Experienced web developer with 6 years working with adaptability, vue, javascript",web_developer,1
CAND_0527,0,phd,"teamwork, problem solving, sem, analytics, time management, google ads","Experienced digital marketer with 0 years working with teamwork, problem solving, sem",digital_marketer,0
CAND_0528,5,bachelor,"communication, linux, aws, docker","Experienced devops engineer with 5 years working with communication, linux, aws",devops_engineer,1
CAND_0529,2,phd,"problem solving, design, adobe creative suite, web design, typography","Experienced graphic designer with 2 years working with problem solving, design, adobe creative suite",graphic_designer,1
CAND_0530,11,high_school,"mongodb, nodejs, angular, vue, problem solving, critical thinking, creativity, typescript","Experienced web developer with 11 years working with mongodb, nodejs, angular",web_developer,0
CAND_0531,1,bachelor,"tableau, time management, reporting, powerbi","Experienced analyst with 1 years working with tableau, time management, reporting",analyst,0
CAND_0532,5,master,"problem solving, adaptability","Experienced system administrator with 5 years working with problem solving, adaptability",system_administrator,0
CAND_0533,2,bachelor,"angular, adaptability, vue, react, javascript, html, css","Experienced web developer with 2 years working with angular, adaptability, vue",web_developer,1
CAND_0534,8,high_school,"teamwork, figma, communication, css","Experienced ui ux designer with 8 years working with teamwork, figma, communication",ui_ux_designer,0
CAND_0535,6,high_school,"pandas, tensorflow, statistics, leadership, creativity","Experienced data scientist with 6 years working with pandas, tensorflow, statistics",data_scientist,0
CAND_0536,1,phd,"testing, manual testing, quality assurance, problem solving, leadership, api testing, performance testing","Experienced qa engineer with 1 years working with testing, manual testing, quality assurance",qa_engineer,1
CAND_0537,2,high_school,"jira, teamwork, leadership, project management, scrum","Experienced project manager with 2 years working with jira, teamwork, leadership",project_manager,1
CAND_0538,0,master,"indesign, leadership, design, print design, adobe creative suite, creativity, illustrator","Experienced graphic designer with 0 years working with indesign, leadership, design",graphic_designer,1
CAND_0539,0,bachelor,"pandas, machine learning, statistics, sql, excel, time management","Experienced data analyst with 0 years working with pandas, machine learning, statistics",data_analyst,1
CAND_0540,6,high_school,"communication, teamwork, critical thinking, a/b testing, technical skills, problem solving, product management, analytics","Experienced product manager with 6 years working with communication, teamwork, critical thinking",product_manager,1
CAND_0541,7,phd,"kotlin, communication, mobile","Experienced mobile developer with 7 years working with kotlin, communication, mobile",mobile_developer,1
CAND_0542,1,associate,"communication, leadership, creativity","Experienced system administrator with 1 years working with communication, leadership, creativity",system_administrator,0
CAND_0543,6,high_school,"hyper-v, vmware, security, bash, linux, creativity, powershell, windows","Experienced system administrator with 6 years working with hyper-v, vmware, security",system_administrator,1
CAND_0544,0,bachelor,"photoshop, color theory, indesign, leadership, design, adobe creative suite, web design, time management, illustrator","Experienced graphic designer with 0 years working with photoshop, color theory, indesign",graphic_designer,1
CAND_0545,5,bachelor,"email marketing, time management, creativity, facebook ads","Experienced digital marketer with 5 years working with email marketing, time management, creativity",digital_marketer,0
CAND_0546,1,master,"active directory, monitoring, critical thinking, adaptability","Experienced system administrator with 1 years working with active directory, monitoring, critical thinking",system_administrator,0
CAND_0547,9,associate,"excel, problem solving, data analysis","Experienced analyst with 9 years working with excel, problem solving, data analysis",analyst,1
CAND_0548,1,phd,"testing, manual testing, problem solving, bug tracking, leadership, quality assurance, selenium, time management","Experienced qa engineer with 1 years working with testing, manual testing, problem solving",qa_engineer,1
CAND_0549,2,associate,"communication, risk management, critical thinking, project management, scrum, time management","Experienced project manager with 2 years working with communication, risk management, critical thinking",project_manager,1
CAND_0550,2,phd,"design, figma, critical thinking, leadership","Experienced designer with 2 years working with design, figma, critical thinking",designer,1
CAND_0551,0,high_school,"stakeholder management, critical thinking, creativity, pmp, scrum","Experienced project manager with 0 years working with stakeholder management, critical thinking, creativity",project_manager,0
CAND_0552,2,high_school,"communication, teamwork, vue, react, figma","Experienced frontend developer with 2 years working with communication, teamwork, vue",frontend_developer,0
CAND_0553,9,master,"ui/ux, prototyping, critical thinking, wireframing, design, figma, adobe creative suite, css","Experienced ui ux designer with 9 years working with ui/ux, prototyping, critical thinking",ui_ux_designer,1
CAND_0554,2,phd,"photoshop, teamwork, creativity, indesign","Experienced graphic designer with 2 years working with photoshop, teamwork, creativity",graphic_designer,0
CAND_0555,10,high_school,"kubernetes, creativity, critical thinking, terraform","Experienced devops engineer with 10 years working with kubernetes, creativity, critical thinking",devops_engineer,0
CAND_0556,1,associate,"creativity, adaptability","Experienced mobile developer with 1 years working with creativity, adaptability",mobile_developer,0
CAND_0557,2,phd,"tableau, business intelligence, r, teamwork, problem solving, creativity, sql, excel, requirements analysis, agile","Experienced business analyst with 2 years working with tableau, business intelligence, r",business_analyst,1
CAND_0558,1,bachelor,"java, critical thinking, sql","Experienced developer with 1 years working with java, critical thinking, sql",developer,0
CAND_0559,7,high_school,"teamwork, leadership","Experienced business analyst with 7 years working with teamwork, leadership",business_analyst,0
CAND_0560,3,bachelor,"leadership, vue, angular, php","Experienced web developer with 3 years working with leadership, vue, angular",web_developer,0
CAND_0561,11,high_school,"communication, stakeholder management, project management","Experienced project manager with 11 years working with communication, stakeholder management, project management",project_manager,1
CAND_0562,0,associate,"communication, nodejs, c#","Experienced backend developer with 0 years working with communication, nodejs, c#",backend_developer,0
CAND_0563,0,phd,"responsive design, leadership, react, javascript, html, css","Experienced frontend developer with 0 years working with responsive design, leadership, react",frontend_developer,1
CAND_0564,11,phd,"javascript, creativity, c#, leadership","Experienced software developer with 11 years working with javascript, creativity, c#",software_developer,0
CAND_0565,2,associate,"adaptability, testing, teamwork, quality assurance","Experienced qa engineer with 2 years working with adaptability, testing, teamwork",qa_engineer,1
CAND_0566,7,associate,"communication, teamwork, python, ci/cd","Experienced software developer with 7 years working with communication, teamwork, python",software_developer,0
CAND_0567,2,bachelor,"vmware, communication, adaptability, linux, critical thinking, windows","Experienced system administrator with 2 years working with vmware, communication, adaptability",system_administrator,1
CAND_0568,0,master,critical thinking,Experienced qa engineer with 0 years working with critical thinking,qa_engineer,0
CAND_0569,9,master,"hadoop, machine learning, adaptability","Experienced data scientist with 9 years working with hadoop, machine learning, adaptability",data_scientist,0
CAND_0570,1,associate,"tableau, pandas, machine learning, statistics, teamwork, creativity, sql, excel","Experienced data analyst with 1 years working with tableau, pandas, machine learning",data_analyst,1
CAND_0571,2,high_school,"adaptability, react, javascript, creativity, html, css","Experienced web developer with 2 years working with adaptability, react, javascript",web_developer,1
CAND_0572,11,associate,"hadoop, pytorch, critical thinking","Experienced data scientist with 11 years working with hadoop, pytorch, critical thinking",data_scientist,0
CAND_0573,8,high_school,"angular, vue, javascript, css, html, time management, php","Experienced web developer with 8 years working with angular, vue, javascript",web_developer,1
CAND_0574,10,master,"time management, sass, webpack, leadership","Experienced web developer with 10 years working with time management, sass, webpack",web_developer,0
CAND_0575,3,phd,"jenkins, grafana, docker, communication, linux, kubernetes, aws","Experienced devops engineer with 3 years working with jenkins, grafana, docker",devops_engineer,1
CAND_0576,6,bachelor,"mongodb, angular, vue, problem solving, leadership, javascript, creativity, html, css","Experienced web developer with 6 years working with mongodb, angular, vue",web_developer,1
CAND_0577,0,bachelor,"python, problem solving, leadership, api, sql, creativity, c#, php","Experienced backend developer with 0 years working with python, problem solving, leadership",backend_developer,1
CAND_0578,5,associate,"aws, api, sql, problem solving","Experienced backend developer with 5 years working with aws, api, sql",backend_developer,1
CAND_0579,3,associate,"pandas, problem solving, deep learning, statistics","Experienced data scientist with 3 years working with pandas, problem solving, deep learning",data_scientist,0
CAND_0580,0,associate,"teamwork, problem solving, design, adobe creative suite, web design, time management, illustrator","Experienced graphic designer with 0 years working with teamwork, problem solving, design",graphic_designer,1
CAND_0581,0,phd,"design, teamwork, time management, ui/ux","Experienced designer with 0 years working with design, teamwork, time management",designer,1
CAND_0582,3,master,"angular, vue, problem solving, react, creativity, webpack","Experienced frontend developer with 3 years working with angular, vue, problem solving",frontend_developer,0
CAND_0583,3,associate,"prototyping, adaptability, problem solving, adobe creative suite, creativity, sketch, html","Experienced ui ux designer with 3 years working with prototyping, adaptability, problem solving",ui_ux_designer,0
CAND_0584,3,associate,"a/b testing, communication, product management, adaptability","Experienced product manager with 3 years working with a/b testing, communication, product management",product_manager,1
CAND_0585,6,master,"docker, adaptability, linux, problem solving, leadership","Experienced devops engineer with 6 years working with docker, adaptability, linux",devops_engineer,1
CAND_0586,1,bachelor,"go, critical thinking, leadership, api, sql, creativity, aws","Experienced backend developer with 1 years working with go, critical thinking, leadership",backend_developer,1
CAND_0587,10,high_school,"mongodb, problem solving, javascript, sql, html, time management, css","Experienced fullstack developer with 10 years working with mongodb, problem solving, javascript",fullstack_developer,1
CAND_0588,2,high_school,"sass, critical thinking, problem solving, leadership, javascript, postgresql, html, css","Experienced web developer with 2 years working with sass, critical thinking, problem solving",web_developer,1
CAND_0589,1,high_school,"linux, creativity, security, windows","Experienced system administrator with 1 years working with linux, creativity, security",system_administrator,1
CAND_0590,0,bachelor,"python, leadership, api, sql, creativity, aws, time management, c#, php","Experienced backend developer with 0 years working with python, leadership, api",backend_developer,1
CAND_0591,0,master,"teamwork, critical thinking, adobe creative suite, figma, sketch, user research, css","Experienced ui ux designer with 0 years working with teamwork, critical thinking, adobe creative suite",ui_ux_designer,0
CAND_0592,9,phd,"sass, nodejs, javascript, creativity, html, typescript, css","Experienced web developer with 9 years working with sass, nodejs, javascript",web_developer,1
CAND_0593,0,master,"seo, communication, social media, leadership","Experienced content creator with 0 years working with seo, communication, social media",content_creator,0
CAND_0594,1,phd,"sass, angular, teamwork, vue, leadership, javascript, html, time management, css","Experienced frontend developer with 1 years working with sass, angular, teamwork",frontend_developer,1
CAND_0595,3,high_school,"teamwork, aws, time management, ansible","Experienced devops engineer with 3 years working with teamwork, aws, time management",devops_engineer,0
CAND_0596,1,phd,"digital marketing, problem solving, leadership, sem, time management, social media, google ads","Experienced digital marketer with 1 years working with digital marketing, problem solving, leadership",digital_marketer,1
CAND_0597,9,master,"content strategy, copywriting, social media, time management","Experienced content creator with 9 years working with content strategy, copywriting, social media",content_creator,0
CAND_0598,8,phd,"communication, adaptability, programming, git, agile","Experienced developer with 8 years working with communication, adaptability, programming",developer,1
CAND_0599,8,phd,"a/b testing, technical skills, creativity, agile, roadmap planning","Experienced product manager with 8 years working with a/b testing, technical skills, creativity",product_manager,0
CAND_0600,7,phd,"teamwork, photoshop, indesign","Experienced graphic designer with 7 years working with teamwork, photoshop, indesign",graphic_designer,0
CAND_0601,4,phd,"angular, teamwork, vue, responsive design, critical thinking, javascript, html, typescript, css","Experienced frontend developer with 4 years working with angular, teamwork, vue",frontend_developer,1
CAND_0602,1,phd,"photoshop, problem solving, design, print design, adobe creative suite, web design","Experienced graphic designer with 1 years working with photoshop, problem solving, design",graphic_designer,1
CAND_0603,7,phd,"critical thinking, leadership","Experienced developer with 7 years working with critical thinking, leadership",developer,0
CAND_0604,5,high_school,"linux, creativity, powershell, windows","Experienced system administrator with 5 years working with linux, creativity, powershell",system_administrator,1
CAND_0605,3,master,"analytics, time management, graphic design","Experienced content creator with 3 years working with analytics, time management, graphic design",content_creator,0
CAND_0606,0,bachelor,"jenkins, docker, communication, linux, critical thinking, gitlab ci","Experienced devops engineer with 0 years working with jenkins, docker, communication",devops_engineer,1
CAND_0607,1,master,"communication, graphic design, leadership, content writing, time management","Experienced content creator with 1 years working with communication, graphic design, leadership",content_creator,1
CAND_0608,3,bachelor,"nodejs, go, leadership, azure, api, sql","Experienced backend developer with 3 years working with nodejs, go, leadership",backend_developer,1
CAND_0609,0,master,"communication, javascript, figma, creativity, html, time management, css","Experienced frontend developer with 0 years working with communication, javascript, figma",frontend_developer,1
CAND_0610,4,bachelor,"communication, leadership, sql, excel, data analysis","Experienced analyst with 4 years working with communication, leadership, sql",analyst,1
CAND_0611,7,associate,"critical thinking, problem solving, creativity, sql, excel","Experienced data analyst with 7 years working with critical thinking, problem solving, creativity",data_analyst,1
CAND_0612,1,master,"adaptability, problem solving, javascript, figma, creativity, html, css","Experienced frontend developer with 1 years working with adaptability, problem solving, javascript",frontend_developer,1
CAND_0613,6,phd,"statistics, teamwork, leadership, hadoop, scipy","Experienced data scientist with 6 years working with statistics, teamwork, leadership",data_scientist,0
CAND_0614,6,associate,"communication, adaptability, javascript, creativity, html, css","Experienced web developer with 6 years working with communication, adaptability, javascript",web_developer,1
CAND_0615,9,bachelor,"digital marketing, adaptability, teamwork, critical thinking, conversion optimization","Experienced digital marketer with 9 years working with digital marketing, adaptability, teamwork",digital_marketer,1
CAND_0616,1,phd,"communication, problem solving, leadership, content writing, video editing, time management","Experienced content creator with 1 years working with communication, problem solving, leadership",content_creator,1
CAND_0617,6,phd,"teamwork, communication, leadership","Experienced developer with 6 years working with teamwork, communication, leadership",developer,0
CAND_0618,4,high_school,"design, adobe creative suite, prototyping, creativity","Experienced designer with 4 years working with design, adobe creative suite, prototyping",designer,1
CAND_0619,5,high_school,"powerbi, communication, process modeling, sql, excel, agile","Experienced business analyst with 5 years working with powerbi, communication, process modeling",business_analyst,1
CAND_0620,1,phd,"digital marketing, content marketing, leadership, conversion optimization, facebook ads","Experienced digital marketer with 1 years working with digital marketing, content marketing, leadership",digital_marketer,1
CAND_0621,9,associate,"communication, adaptability, leadership, pmp, project management, scrum, time management","Experienced project manager with 9 years working with communication, adaptability, leadership",project_manager,1
CAND_0622,0,phd,"design, communication, css, adaptability","Experienced designer with 0 years working with design, communication, css",designer,1
CAND_0623,0,phd,"prototyping, adaptability, critical thinking, leadership, design, css","Experienced designer with 0 years working with prototyping, adaptability, critical thinking",designer,1
CAND_0624,5,bachelor,"digital marketing, communication, leadership, conversion optimization, time management, social media","Experienced digital marketer with 5 years working with digital marketing, communication, leadership",digital_marketer,1
CAND_0625,0,associate,"web design, communication","Experienced graphic designer with 0 years working with web design, communication",graphic_designer,0
CAND_0626,9,high_school,"communication, ui/ux, critical thinking, design, creativity","Experienced ui ux designer with 9 years working with communication, ui/ux, critical thinking",ui_ux_designer,1
CAND_0627,7,associate,"programming, teamwork, python, leadership, javascript, creativity","Experienced software developer with 7 years working with programming, teamwork, python",software_developer,1
CAND_0628,7,high_school,"vmware, security, adaptability, active directory, linux, problem solving, networking, powershell, windows","Experienced system administrator with 7 years working with vmware, security, adaptability",system_administrator,1
CAND_0629,5,master,"time management, python, programming","Experienced software developer with 5 years working with time management, python, programming",software_developer,1
CAND_0630,7,phd,"vue, javascript, creativity, html, css","Experienced web developer with 7 years working with vue, javascript, creativity",web_developer,1
CAND_0631,4,phd,"bash, teamwork, creativity, adaptability","Experienced system administrator with 4 years working with bash, teamwork, creativity",system_administrator,0
CAND_0632,4,master,"risk management, teamwork, problem solving, confluence, creativity","Experienced project manager with 4 years working with risk management, teamwork, problem solving",project_manager,0
CAND_0633,11,phd,"programming, teamwork, java, javascript, c#, agile","Experienced software developer with 11 years working with programming, teamwork, java",software_developer,1
CAND_0634,7,bachelor,"tensorflow, adaptability, critical thinking, creativity, deep learning, numpy","Experienced data scientist with 7 years working with tensorflow, adaptability, critical thinking",data_scientist,0
CAND_0635,9,associate,"adaptability, problem solving, javascript, postgresql, sql, html, css, devops","Experienced fullstack developer with 9 years working with adaptability, problem solving, javascript",fullstack_developer,1
CAND_0636,3,associate,"communication, git, creativity, programming","Experienced software developer with 3 years working with communication, git, creativity",software_developer,1
CAND_0637,1,bachelor,"video editing, analytics, leadership","Experienced content creator with 1 years working with video editing, analytics, leadership",content_creator,0
CAND_0638,3,associate,"critical thinking, vue, react","Experienced frontend developer with 3 years working with critical thinking, vue, react",frontend_developer,0
CAND_0639,1,bachelor,"photoshop, color theory, indesign, creativity, illustrator","Experienced graphic designer with 1 years working with photoshop, color theory, indesign",graphic_designer,0
CAND_0640,1,master,"nodejs, sass, adaptability, react, javascript, html, css","Experienced web developer with 1 years working with nodejs, sass, adaptability",web_developer,1
CAND_0641,8,master,"tableau, adaptability, teamwork, requirements analysis, time management, powerbi","Experienced business analyst with 8 years working with tableau, adaptability, teamwork",business_analyst,0
CAND_0642,4,phd,"communication, adaptability, python, creativity","Experienced developer with 4 years working with communication, adaptability, python",developer,0
CAND_0643,1,phd,"grafana, aws, adaptability, azure","Experienced devops engineer with 1 years working with grafana, aws, adaptability",devops_engineer,0
CAND_0644,5,associate,"time management, react","Experienced frontend developer with 5 years working with time management, react",frontend_developer,0
CAND_0645,1,phd,time management,Experienced frontend developer with 1 years working with time management,frontend_developer,0
CAND_0646,9,phd,"tableau, communication, statistics, teamwork, sql","Experienced analyst with 9 years working with tableau, communication, statistics",analyst,0
CAND_0647,8,master,"statistics, adaptability, python, problem solving, leadership, sql, hadoop, numpy, scipy","Experienced data scientist with 8 years working with statistics, adaptability, python",data_scientist,1
CAND_0648,6,bachelor,"business intelligence, communication, python, requirements analysis, powerbi","Experienced business analyst with 6 years working with business intelligence, communication, python",business_analyst,0
CAND_0649,1,bachelor,"vmware, hyper-v, communication, teamwork, critical thinking, networking","Experienced system administrator with 1 years working with vmware, hyper-v, communication",system_administrator,0
CAND_0650,6,bachelor,"ui/ux, prototyping, teamwork, wireframing, design, adobe creative suite, sketch, html","Experienced ui ux designer with 6 years working with ui/ux, prototyping, teamwork",ui_ux_designer,1
CAND_0651,3,associate,"communication, adaptability, graphic design, critical thinking, content writing, content strategy, creativity, social media","Experienced content creator with 3 years working with communication, adaptability, graphic design",content_creator,1
CAND_0652,11,associate,"problem solving, project management","Experienced project manager with 11 years working with problem solving, project management",project_manager,1
CAND_0653,5,master,"sass, angular, adaptability, problem solving, javascript, css, html, time management, php","Experienced web developer with 5 years working with sass, angular, adaptability",web_developer,1
CAND_0654,2,master,"teamwork, creativity, adaptability, risk management","Experienced project manager with 2 years working with teamwork, creativity, adaptability",project_manager,0
CAND_0655,8,high_school,"testing, critical thinking, adaptability","Experienced developer with 8 years working with testing, critical thinking, adaptability",developer,0
CAND_0656,8,high_school,"teamwork, javascript, creativity, sql, html, css","Experienced fullstack developer with 8 years working with teamwork, javascript, creativity",fullstack_developer,1
CAND_0657,4,high_school,"powerbi, adaptability, python, sql, excel, agile","Experienced business analyst with 4 years working with powerbi, adaptability, python",business_analyst,1
CAND_0658,1,bachelor,"testing, communication, ci/cd, programming, creativity","Experienced software developer with 1 years working with testing, communication, ci/cd",software_developer,1
CAND_0659,2,phd,"communication, ui/ux, wireframing, design, creativity, css","Experienced ui ux designer with 2 years working with communication, ui/ux, wireframing",ui_ux_designer,1
CAND_0660,0,phd,"teamwork, css, adaptability","Experienced designer with 0 years working with teamwork, css, adaptability",designer,0
CAND_0661,3,master,"tableau, problem solving, sql, excel, reporting, data analysis","Experienced analyst with 3 years working with tableau, problem solving, sql",analyst,1
CAND_0662,1,phd,"git, problem solving","Experienced developer with 1 years working with git, problem solving",developer,0
CAND_0663,0,phd,"ui/ux, css, adaptability","Experienced designer with 0 years working with ui/ux, css, adaptability",designer,0
CAND_0664,6,associate,"vue, responsive design, leadership, react","Experienced frontend developer with 6 years working with vue, responsive design, leadership",frontend_developer,0
CAND_0665,11,high_school,"scrum, problem solving, leadership, risk management","Experienced project manager with 11 years working with scrum, problem solving, leadership",project_manager,0
CAND_0666,0,phd,"time management, reporting, creativity, powerbi","Experienced analyst with 0 years working with time management, reporting, creativity",analyst,0
CAND_0667,10,high_school,"content strategy, seo, creativity","Experienced content creator with 10 years working with content strategy, seo, creativity",content_creator,0
CAND_0668,6,associate,"vue, problem solving, javascript, html, time management, webpack, css","Experienced frontend developer with 6 years working with vue, problem solving, javascript",frontend_developer,1
CAND_0669,2,high_school,"ui/ux, angular, adaptability, react, creativity","Experienced frontend developer with 2 years working with ui/ux, angular, adaptability",frontend_developer,0
CAND_0670,5,high_school,"adobe creative suite, figma, teamwork","Experienced ui ux designer with 5 years working with adobe creative suite, figma, teamwork",ui_ux_designer,0
CAND_0671,7,master,"statistics, python, leadership, creativity, excel, data analysis, powerbi","Experienced analyst with 7 years working with statistics, python, leadership",analyst,1
CAND_0672,1,associate,"tableau, pandas, adaptability, data visualization, sql, excel","Experienced data analyst with 1 years working with tableau, pandas, adaptability",data_analyst,1
CAND_0673,3,high_school,"mongodb, communication, leadership, javascript, css, html, php","Experienced web developer with 3 years working with mongodb, communication, leadership",web_developer,1
CAND_0674,2,associate,"kotlin, react native, java, creativity, time management","Experienced mobile developer with 2 years working with kotlin, react native, java",mobile_developer,0
CAND_0675,7,bachelor,"design, creativity, problem solving, adaptability","Experienced designer with 7 years working with design, creativity, problem solving",designer,1
CAND_0676,0,phd,"mongodb, nodejs, adaptability, react, javascript, creativity, sql, html, css","Experienced fullstack developer with 0 years working with mongodb, nodejs, adaptability",fullstack_developer,1
CAND_0677,0,bachelor,"communication, risk management, leadership, confluence, creativity, project management, scrum, time management","Experienced project manager with 0 years working with communication, risk management, leadership",project_manager,1
CAND_0678,3,associate,"docker, go, java, time management, php","Experienced backend developer with 3 years working with docker, go, java",backend_developer,0
CAND_0679,10,phd,"prototyping, adaptability, adobe creative suite, creativity, user research, css","Experienced ui ux designer with 10 years working with prototyping, adaptability, adobe creative suite",ui_ux_designer,0
CAND_0680,0,master,"communication, a/b testing, leadership, wireframing, product management, roadmap planning, analytics, agile","Experienced product manager with 0 years working with communication, a/b testing, leadership",product_manager,1
CAND_0681,7,master,"ui/ux, critical thinking, design, adobe creative suite, sketch, time management","Experienced ui ux designer with 7 years working with ui/ux, critical thinking, design",ui_ux_designer,1
CAND_0682,5,phd,"communication, teamwork, technical skills, sql, product management, analytics","Experienced product manager with 5 years working with communication, teamwork, technical skills",product_manager,1
CAND_0683,1,associate,"communication, digital marketing, teamwork, sem, social media","Experienced digital marketer with 1 years working with communication, digital marketing, teamwork",digital_marketer,1
CAND_0684,0,phd,"communication, security, bash, linux, active directory, teamwork, powershell, windows","Experienced system administrator with 0 years working with communication, security, bash",system_administrator,1
CAND_0685,5,bachelor,"prototyping, teamwork, creativity, sketch, user research, css","Experienced ui ux designer with 5 years working with prototyping, teamwork, creativity",ui_ux_designer,0
CAND_0686,9,master,"digital marketing, content marketing, critical thinking, problem solving, leadership, sem, analytics, social media, google ads","Experienced digital marketer with 9 years working with digital marketing, content marketing, critical thinking",digital_marketer,1
CAND_0687,0,high_school,"communication, adaptability, teamwork, html, css","Experienced designer with 0 years working with communication, adaptability, teamwork",designer,0
CAND_0688,1,high_school,"automation testing, testing, security testing, adaptability, bug tracking, quality assurance, selenium","Experienced qa engineer with 1 years working with automation testing, testing, security testing",qa_engineer,1
CAND_0689,1,associate,"java, javascript, sql, leadership","Experienced developer with 1 years working with java, javascript, sql",developer,0
CAND_0690,1,high_school,"communication, go, kubernetes, problem solving, java, api, sql, creativity","Experienced backend developer with 1 years working with communication, go, kubernetes",backend_developer,1
CAND_0691,3,bachelor,"communication, javascript, postgresql, html, css","Experienced web developer with 3 years working with communication, javascript, postgresql",web_developer,1
CAND_0692,1,associate,"ui/ux, design, adobe creative suite, creativity, sketch, time management, html","Experienced ui ux designer with 1 years working with ui/ux, design, adobe creative suite",ui_ux_designer,1
CAND_0693,0,master,"git, critical thinking, leadership, agile","Experienced developer with 0 years working with git, critical thinking, leadership",developer,0
CAND_0694,0,associate,"content writing, communication, problem solving","Experienced content creator with 0 years working with content writing, communication, problem solving",content_creator,1
CAND_0695,9,bachelor,"docker, critical thinking, c++, programming","Experienced software developer with 9 years working with docker, critical thinking, c++",software_developer,1
CAND_0696,1,phd,"communication, adaptability, technical skills, creativity, sql, product management, analytics, user research","Experienced product manager with 1 years working with communication, adaptability, technical skills",product_manager,1
CAND_0697,10,phd,"adaptability, problem solving, java, javascript, creativity, sql","Experienced developer with 10 years working with adaptability, problem solving, java",developer,0
